class,words
ham,"['was', 'wondering', 'if', 'it', 'would', 'be', 'okay', 'for', 'you', 'to', 'call', 'uncle', 'john', 'and', 'let', 'him', 'know', 'that', 'things', 'are', 'not', 'the', 'same', 'in', 'nigeria', 'as', 'they', 'here', 'that', 'ltgt', 'dollars', 'is', 'years', 'sent', 'and', 'that', 'you', 'know', 'its', 'strain', 'but', 'plan', 'to', 'pay', 'back', 'every', 'dime', 'he', 'gives', 'every', 'dime', 'so', 'for', 'me', 'to', 'expect', 'anything', 'from', 'you', 'is', 'not', 'practical', 'something', 'like', 'that']"
ham,"['there', 'are', 'no', 'other', 'charges', 'after', 'transfer', 'charges', 'and', 'you', 'can', 'withdraw', 'anyhow', 'you', 'like']"
ham,"['dont', 'search', 'love', 'let', 'love', 'find', 'thats', 'why', 'its', 'called', 'falling', 'in', 'love', 'bcoz', 'dont', 'force', 'yourself', 'just', 'fall', 'and', 'know', 'there', 'is', 'smeone', 'to', 'hold', 'bslvyl']"
ham,"['at', 'lets', 'go', 'to', 'bill', 'millers']"
ham,"['love', 'you', 'you', 'set', 'my', 'soul', 'on', 'fire', 'it', 'is', 'not', 'just', 'spark', 'but', 'it', 'is', 'flame', 'big', 'rawring', 'flame', 'xoxo']"
ham,"['somewhr', 'someone', 'is', 'surely', 'made', 'and', 'god', 'has', 'decided', 'perfect', 'time', 'to', 'make', 'meet', 'dat', 'person', 'till', 'den', 'enjoy', 'ur', 'crushes']"
ham,"['thats', 'my', 'honeymoon', 'outfit']"
ham,"['will', 'it', 'help', 'if', 'we', 'propose', 'going', 'back', 'again', 'tomorrow']"
spam,"['private', 'your', 'account', 'statement', 'for', 'shows', 'unredeemed', 'points', 'call', 'identifier', 'code', 'expires']"
ham,"['never', 'blame', 'day', 'in', 'ur', 'life', 'good', 'days', 'give', 'happiness', 'bad', 'days', 'give', 'experience', 'both', 'are', 'essential', 'in', 'life', 'all', 'are', 'gods', 'blessings', 'good', 'morning']"
ham,"['pls', 'confirm', 'the', 'time', 'to', 'collect', 'the', 'cheque']"
spam,"['as', 'registered', 'subscriber', 'yr', 'draw', 'gift', 'voucher', 'will', 'entered', 'on', 'receipt', 'of', 'correct', 'ans', 'when', 'are', 'the', 'next', 'olympics', 'txt', 'ans', 'to']"
spam,"['urgent', 'your', 'mobile', 'number', 'has', 'been', 'awarded', 'with', 'prize', 'guaranteed', 'call', 'from', 'land', 'line', 'claim', 'valid', 'hrs', 'only', 'ppm']"
ham,"['daddy', 'will', 'take', 'good', 'care', 'of', 'you']"
ham,"['yeah', 'probably', 'still', 'gotta', 'check', 'out', 'with', 'leo']"
ham,"['kthen', 'any', 'other', 'special']"
ham,"['carlos', 'is', 'taking', 'his', 'sweet', 'time', 'as', 'usual', 'so', 'let', 'me', 'know', 'when', 'you', 'and', 'patty', 'are', 'donewant', 'to', 'smoke', 'and', 'ill', 'tell', 'him', 'to', 'haul', 'ass']"
ham,"['ok', 'pa', 'nothing', 'problem']"
ham,"['have', 'you', 'heard', 'about', 'that', 'job', 'im', 'going', 'to', 'that', 'wildlife', 'talk', 'again', 'tonight', 'if', 'wantcome', 'its', 'thatworzels', 'and', 'wizzle', 'or', 'whatever', 'it', 'is']"
ham,"['god', 'picked', 'up', 'flower', 'and', 'dippeditinadew', 'lovingly', 'touched', 'itwhichturnedinto', 'and', 'the', 'he', 'gifted', 'tomeandsaidthis', 'friend', 'is']"
ham,"['when', 'you', 'came', 'to', 'hostel']"
ham,"['ok', 'no', 'prob', 'ill', 'come', 'after', 'lunch', 'then']"
ham,"['jus', 'telling', 'dat', 'ill', 'leaving', 'shanghai', 'on', 'st', 'instead', 'so', 'well', 'haf', 'more', 'time', 'meet', 'up', 'cya']"
ham,"['are', 'your', 'freezing', 'are', 'you', 'home', 'yet', 'will', 'you', 'remember', 'to', 'kiss', 'your', 'mom', 'in', 'the', 'morning', 'do', 'you', 'love', 'me', 'do', 'you', 'think', 'of', 'me', 'are', 'you', 'missing', 'me', 'yet']"
ham,"['you', 'all', 'ready', 'for', 'big', 'day', 'tomorrow']"
ham,"['ill', 'probably', 'be', 'around', 'mu', 'lot']"
ham,[]
spam,"['rtking', 'pro', 'video', 'club', 'need', 'help', 'inforingtonekingcouk', 'or', 'call', 'you', 'must', 'be', 'club', 'credits', 'redeemable', 'at', 'wwwringtonekingcouk', 'enjoy']"
ham,"['thnx', 'dude', 'guys', 'out', 'nite']"
ham,"['me', 'sef', 'dey', 'laugh', 'you', 'meanwhile', 'hows', 'my', 'darling', 'anjie']"
ham,"['mm', 'had', 'my', 'food', 'da', 'from', 'out']"
ham,"['makes', 'sense', 'btw', 'carlos', 'is', 'being', 'difficult', 'so', 'you', 'guys', 'are', 'gonna', 'smoke', 'while', 'go', 'pick', 'up', 'the', 'second', 'batch', 'and', 'get', 'gas']"
ham,"['did', 'download', 'the', 'fring', 'app']"
ham,"['the', 'oz', 'guy', 'is', 'being', 'kinda', 'flaky', 'but', 'one', 'friend', 'is', 'interested', 'in', 'picking', 'up', 'ltgt', 'worth', 'tonight', 'if', 'possible']"
ham,"['friends', 'that', 'can', 'stay', 'on', 'fb', 'chat', 'with']"
ham,"['fuck', 'babe', 'miss', 'you', 'sooooo', 'much', 'wish', 'you', 'were', 'here', 'to', 'sleep', 'with', 'me', 'my', 'bed', 'is', 'so', 'lonely', 'go', 'now', 'to', 'sleep', 'to', 'dream', 'of', 'you', 'my', 'love']"
ham,"['living', 'is', 'very', 'simple', 'loving', 'is', 'also', 'simple', 'laughing', 'is', 'too', 'simple', 'winning', 'is', 'tooo', 'simple', 'but', 'being', 'simple', 'is', 'very', 'difficult', 'gud', 'nte']"
spam,"['have', 'secret', 'admirer', 'who', 'is', 'looking', 'make', 'contact', 'with', 'ufind', 'out', 'who', 'they', 'rreveal', 'who', 'thinks', 'ur', 'so', 'specialcall', 'on']"
ham,"['ah', 'well', 'that', 'confuses', 'things', 'doesn', 'it']"
spam,"['free', 'text', 'msgs', 'just', 'text', 'ok', 'to', 'and', 'well', 'credit', 'your', 'account']"
ham,"['hi', 'dear', 'call', 'me', 'its', 'urgnt', 'dont', 'know', 'whats', 'your', 'problem', 'you', 'dont', 'want', 'to', 'work', 'or', 'if', 'you', 'have', 'any', 'other', 'problem', 'at', 'least', 'tell', 'me', 'wating', 'for', 'your', 'reply']"
ham,"['dear', 'how', 'you', 'are', 'you', 'ok']"
spam,"['you', 'have', 'been', 'selected', 'to', 'stay', 'in', 'of', 'top', 'british', 'hotels', 'for', 'nothing', 'holiday', 'worth', 'to', 'claim', 'call', 'london', 'bx', 'swss']"
ham,"['yes', 'princess', 'want', 'to', 'make', 'you', 'happy']"
ham,"['sounds', 'like', 'you', 'have', 'many', 'talents', 'would', 'you', 'like', 'to', 'go', 'on', 'dinner', 'date', 'next', 'week']"
ham,"['am', 'going', 'to', 'film', 'day', 'da', 'at', 'pm', 'sorry', 'da']"
ham,"['we', 'not', 'watching', 'movie', 'already', 'xy', 'wants', 'shop', 'so', 'im', 'shopping', 'her', 'now']"
ham,"['hello', 'my', 'little', 'party', 'animal', 'just', 'thought', 'id', 'buzz', 'you', 'as', 'you', 'were', 'with', 'your', 'friends', 'grins', 'reminding', 'you', 'were', 'loved', 'and', 'send', 'naughty', 'adoring', 'kiss']"
ham,"['yesterday', 'its', 'with', 'me', 'only', 'now', 'am', 'going', 'home']"
spam,"['eerie', 'nokia', 'tones', 'rply', 'tone', 'title', 'to', 'eg', 'tone', 'dracula', 'to', 'titles', 'ghost', 'addamsfa', 'munsters', 'exorcist', 'twilight', 'wwwgetzedcouk', 'poboxwwq']"
ham,"['you', 'have', 'come', 'into', 'my', 'life', 'and', 'brought', 'the', 'sun', 'shiny', 'down', 'on', 'me', 'warming', 'my', 'heart', 'putting', 'constant', 'smile', 'on', 'my', 'face', 'making', 'me', 'feel', 'loved', 'and', 'cared', 'for']"
ham,"['no', 'shit', 'but', 'wasnt', 'that', 'surprised', 'so', 'went', 'and', 'spent', 'the', 'evening', 'with', 'that', 'french', 'guy', 'met', 'in', 'town', 'here', 'and', 'we', 'fooled', 'around', 'bit', 'but', 'didnt', 'let', 'him', 'fuck', 'me']"
spam,"['anetworks', 'allow', 'companies', 'to', 'bill', 'for', 'sms', 'so', 'they', 'are', 'responsible', 'for', 'their', 'suppliers', 'just', 'as', 'shop', 'has', 'to', 'give', 'guarantee', 'on', 'what', 'they', 'sell']"
ham,"['great', 'comedycant', 'stop', 'laughing', 'da']"
spam,"['freemsgfeelin', 'kinda', 'lnly', 'hope', 'like', 'keep', 'me', 'company', 'jst', 'got', 'cam', 'moby', 'wanna', 'my', 'pictxt', 'or', 'reply', 'date', 'to', 'msgp', 'rcv', 'hlp', 'stop', 'to']"
ham,"['alright', 'were', 'all', 'set', 'here', 'text', 'the', 'man']"
ham,"['hi', 'where', 'are', 'you', 'were', 'at', 'and', 'theyre', 'not', 'keen', 'to', 'go', 'out', 'kind', 'of', 'am', 'but', 'feel', 'shouldnt', 'so', 'can', 'we', 'go', 'out', 'tomo', 'dont', 'mind', 'do', 'you']"
ham,"['sleeping', 'nt', 'feeling', 'well']"
ham,"['will', 'switch', 'your', 'fone', 'on', 'dammit']"
ham,"['india', 'have', 'to', 'take', 'lead']"
ham,"['ill', 'post', 'her', 'out', 'lr', 'in', 'class']"
ham,"['thts', 'wat', 'wright', 'brother', 'did', 'to', 'fly']"
ham,"['evening', 'good', 'if', 'somewhat', 'event', 'laden', 'will', 'fill', 'you', 'in', 'dont', 'you', 'worry', 'head', 'ok', 'but', 'throat', 'wrecked', 'see', 'you', 'at', 'six', 'then']"
ham,"['if', 'laugh', 'really', 'loud', 'if', 'talk', 'spontaneously', 'if', 'dont', 'care', 'what', 'others', 'feel', 'are', 'probably', 'with', 'your', 'dear', 'amp', 'best', 'friends', 'goodevening', 'dear']"
ham,"['its', 'laptop', 'take', 'it', 'with', 'you']"
ham,"['dont', 'have', 'any', 'of', 'your', 'file', 'in', 'my', 'bagi', 'was', 'in', 'work', 'when', 'you', 'called', 'mei', 'll', 'tell', 'you', 'if', 'find', 'anything', 'in', 'my', 'room']"
ham,"['wan', 'but', 'too', 'early', 'lei', 'me', 'outside', 'now', 'wun', 'home', 'so', 'early', 'neva', 'mind', 'then']"
spam,"['for', 'ur', 'chance', 'to', 'win', 'cash', 'every', 'wk', 'txt', 'action', 'to', 'tscs', 'wwwmovietriviatv', 'custcare', 'xpwk']"
ham,"['was', 'at', 'bugis', 'juz', 'now', 'wat', 'but', 'now', 'im', 'walking', 'home', 'oredi', 'so', 'late', 'then', 'reply', 'oso', 'saw', 'top', 'dat', 'like', 'but', 'din', 'buy', 'where', 'now']"
ham,"['wishing', 'you', 'and', 'your', 'family', 'merry', 'mas', 'and', 'happy', 'new', 'year', 'in', 'advance']"
ham,"['at', 'we', 'will', 'go', 'ok', 'na']"
ham,"['yes', 'posted', 'couple', 'of', 'pics', 'on', 'fb', 'theres', 'still', 'snow', 'outside', 'too', 'im', 'just', 'waking', 'up']"
ham,"['sif', 'we', 'have', 'one', 'good', 'partnership', 'going', 'we', 'will', 'take', 'lead']"
spam,"['rgent', 'this', 'is', 'the', 'nd', 'attempt', 'to', 'contact', 'uu', 'have', 'won', 'call', 'tcsbcmwcnxx', 'callcost', 'ppm', 'mobilesvary', 'max']"
ham,"['yeah', 'wheres', 'your', 'class', 'at']"
ham,"['no', 'just', 'send', 'to', 'you', 'bec', 'you', 'in', 'temple', 'na']"
ham,"['you', 'arent', 'coming', 'home', 'between', 'class', 'right', 'need', 'to', 'work', 'out', 'and', 'shower']"
spam,"['hi', 'if', 'ur', 'lookin', 'saucy', 'daytime', 'fun', 'wiv', 'busty', 'married', 'woman', 'am', 'free', 'all', 'next', 'week', 'chat', 'now', 'sort', 'time', 'janinexx', 'calls', 'minmobsmorelkpoboxhpfl']"
ham,"['but', 'mostly', 'not', 'like', 'that']"
ham,"['ma', 'fan']"
ham,"['dunno', 'cos', 'was', 'late', 'when', 'reach', 'they', 'inside', 'already', 'but', 'we', 'ate', 'spageddies', 'lor', 'its', 'gals', 'who', 'laughing', 'at', 'me', 'lor']"
ham,"['guess', 'who', 'spent', 'all', 'last', 'night', 'phasing', 'in', 'and', 'out', 'of', 'the', 'fourth', 'dimension']"
ham,"['so', 'now', 'my', 'dad', 'is', 'gonna', 'call', 'after', 'he', 'gets', 'out', 'of', 'work', 'and', 'ask', 'all', 'these', 'crazy', 'questions']"
ham,"['yesbut', 'they', 'said', 'its', 'it']"
ham,"['very', 'hurting', 'meaningful', 'lines', 'ever', 'compromised', 'everything', 'for', 'my', 'love', 'but', 'at', 'end', 'my', 'love', 'compromised', 'me', 'for', 'everything', 'gud', 'mornin']"
ham,['lmaonice']
ham,"['glad', 'to', 'see', 'your', 'reply']"
spam,"['urgent', 'we', 'are', 'trying', 'to', 'contact', 'todays', 'draw', 'shows', 'that', 'you', 'have', 'won', 'prize', 'guaranteed', 'call', 'from', 'land', 'line', 'claim', 'valid', 'hrs', 'only']"
spam,"['monthly', 'password', 'for', 'wap', 'mobsicom', 'is', 'use', 'your', 'wap', 'phone', 'not', 'pc']"
ham,"['nah', 'dub', 'but', 'je', 'still', 'buff']"
ham,"['painful', 'words', 'thought', 'being', 'happy', 'was', 'the', 'most', 'toughest', 'thing', 'on', 'earth', 'but', 'the', 'toughest', 'is', 'acting', 'happy', 'with', 'all', 'unspoken', 'pain', 'inside']"
ham,"['yeah', 'thats', 'fine', 'its', 'to', 'get', 'in', 'is', 'that', 'ok']"
ham,"['lol', 'where', 'do', 'come', 'up', 'with', 'these', 'ideas']"
ham,"['so', 'many', 'people', 'seems', 'to', 'be', 'special', 'at', 'first', 'sight', 'but', 'only', 'very', 'few', 'will', 'remain', 'special', 'to', 'you', 'till', 'your', 'last', 'sight', 'maintain', 'them', 'till', 'life', 'ends', 'shjas']"
ham,"['today', 'is', 'song', 'dedicated', 'day', 'which', 'song', 'will', 'dedicate', 'for', 'me', 'send', 'this', 'to', 'all', 'ur', 'valuable', 'frnds', 'but', 'first', 'rply', 'me']"
ham,"['okay', 'we', 'wait', 'ah']"
ham,['lei']
ham,"['hi', 'babe', 'most', 'likely', 'to', 'be', 'in', 'bed', 'but', 'im', 'so', 'sorry', 'about', 'tonight', 'really', 'wanna', 'see', 'tomorrow', 'so', 'call', 'me', 'at', 'love', 'me', 'xxx']"
ham,"['already', 'am', 'squatting', 'is', 'the', 'new', 'way', 'of', 'walking']"
ham,"['do', 'you', 'want', 'bold', 'or', 'bb', 'torch']"
ham,"['cramps', 'stopped', 'going', 'back', 'to', 'sleep']"
spam,"['todays', 'vodafone', 'numbers', 'ending', 'with', 'my', 'last', 'four', 'digits', 'are', 'selected', 'to', 'received', 'award', 'if', 'your', 'number', 'matches', 'please', 'call', 'to', 'claim', 'your', 'award']"
spam,"['free', 'top', 'ringtone', 'sub', 'to', 'weekly', 'ringtoneget', 'st', 'week', 'freesend', 'subpoly', 'to', 'per', 'weekstop', 'sms']"
ham,"['nan', 'sonathaya', 'soladha', 'why', 'boss']"
ham,"['bring', 'tat', 'cd', 'don', 'forget']"
spam,"['sunshine', 'quiz', 'wkly', 'win', 'top', 'sony', 'dvd', 'player', 'if', 'know', 'which', 'country', 'the', 'algarve', 'is', 'in', 'txt', 'ansr', 'to', 'sptyrone']"
ham,"['dont', 'know', 'but', 'im', 'raping', 'dudes', 'at', 'poker']"
ham,"['weightloss', 'no', 'more', 'girl', 'friends', 'make', 'loads', 'of', 'money', 'on', 'ebay', 'or', 'something', 'and', 'give', 'thanks', 'to', 'god']"
ham,"['was', 'gr', 'to', 'see', 'that', 'message', 'so', 'when', 'leaving', 'congrats', 'dear', 'what', 'school', 'and', 'wat', 'ur', 'plans']"
ham,"['eatin', 'later', 'but', 'im', 'eatin', 'wif', 'my', 'frens', 'now', 'lei', 'going', 'home', 'first']"
ham,"['finish', 'already', 'yar', 'they', 'keep', 'saying', 'mushy', 'so', 'embarrassed', 'ok']"
ham,"['sorry', 'man', 'my', 'stash', 'ran', 'dry', 'last', 'night', 'and', 'cant', 'pick', 'up', 'more', 'until', 'sunday']"
ham,"['hai', 'priya', 'are', 'you', 'right', 'what', 'doctor', 'said', 'pa', 'where', 'are', 'you']"
spam,"['free', 'msg', 'sorry', 'service', 'you', 'ordered', 'from', 'could', 'not', 'be', 'delivered', 'as', 'you', 'do', 'not', 'have', 'sufficient', 'credit', 'please', 'top', 'up', 'to', 'receive', 'the', 'service']"
ham,['ok']
ham,"['please', 'ask', 'mummy', 'to', 'call', 'father']"
ham,"['can', 'come', 'my', 'room', 'but', 'cannot', 'come', 'my', 'house', 'cos', 'my', 'house', 'still', 'messy', 'haha']"
ham,"['have', 'lost', 'kilos', 'as', 'of', 'today']"
ham,"['just', 'taste', 'fish', 'curry']"
ham,"['what', 'can', 'do', 'might', 'accidant', 'tookplace', 'between', 'somewhere', 'ghodbandar', 'rd', 'traffic', 'moves', 'slovely', 'so', 'plz', 'slip', 'amp', 'dont', 'worry']"
ham,"['yun', 'ahnow', 'wkg', 'wherebtw', 'if', 'go', 'nus', 'sc', 'wana', 'specialise', 'in', 'wad']"
ham,"['yes', 'am', 'one', 'woman', 'man', 'please', 'tell', 'me', 'your', 'likes', 'and', 'dislikes', 'in', 'bed']"
ham,"['was', 'doing', 'my', 'test', 'earlier', 'appreciate', 'you', 'will', 'call', 'you', 'tomorrow']"
ham,"['hows', 'my', 'loverboy', 'doing', 'what', 'does', 'he', 'do', 'that', 'keeps', 'him', 'from', 'coming', 'to', 'his', 'queen', 'hmmm', 'doesnt', 'he', 'ache', 'to', 'speak', 'to', 'me', 'miss', 'me', 'desparately']"
ham,"['meet', 'other', 'fren', 'dun', 'wan', 'meet', 'me', 'ah', 'muz', 'guy', 'rite']"
ham,"['no', 'promises', 'on', 'when', 'though', 'havent', 'even', 'gotten', 'dinner', 'yet']"
ham,"['got', 'your', 'back', 'do', 'you', 'have', 'any', 'dislikes', 'in', 'bed']"
ham,"['turns', 'out', 'had', 'stereo', 'love', 'on', 'mi', 'phone', 'under', 'the', 'unknown', 'album']"
spam,"['hard', 'live', 'chat', 'just', 'pmin', 'choose', 'your', 'girl', 'and', 'connect', 'live', 'call', 'now', 'cheap', 'chat', 'uks', 'biggest', 'live', 'service', 'vu', 'bcmwcnxx']"
ham,"['yeah', 'dont', 'see', 'why', 'not']"
ham,"['asking', 'do', 'knw', 'them', 'or', 'nt', 'may', 'be', 'ur', 'frnds', 'or', 'classmates']"
ham,"['sorry', 'about', 'earlier', 'putting', 'out', 'firesare', 'you', 'around', 'to', 'talk', 'after', 'or', 'do', 'you', 'actually', 'have', 'life', 'lol']"
spam,"['wow', 'the', 'boys', 'back', 'take', 'that', 'uk', 'tour', 'win', 'vip', 'tickets', 'prebook', 'with', 'vip', 'club', 'txt', 'club', 'to', 'trackmarque', 'ltd', 'infovipclubu']"
ham,"['as', 'in', 'missionary', 'hook', 'up', 'doggy', 'hook', 'up', 'standing']"
ham,"['then', 'better', 'go', 'sleep', 'dun', 'disturb', 'liao', 'wake', 'up', 'then', 'msg', 'me', 'lor']"
ham,"['fighting', 'with', 'the', 'world', 'is', 'easy', 'either', 'win', 'or', 'lose', 'bt', 'fightng', 'with', 'some', 'who', 'is', 'close', 'to', 'is', 'dificult', 'if', 'lose', 'lose', 'if', 'win', 'still', 'lose']"
ham,"['am', 'watching', 'house', 'very', 'entertaining', 'am', 'getting', 'the', 'whole', 'hugh', 'laurie', 'thing', 'even', 'with', 'the', 'stick', 'indeed', 'especially', 'with', 'the', 'stick']"
ham,"['thought', 'praps', 'you', 'meant', 'another', 'one', 'goodo', 'ill', 'look', 'tomorrow']"
ham,"['hi', 'jon', 'pete', 'here', 'ive', 'bin', 'spain', 'recently', 'hav', 'sum', 'dinero', 'left', 'bill', 'said', 'or', 'ur', 'rents', 'mayb', 'interested', 'in', 'it', 'hav', 'pes', 'so', 'around', 'tb', 'james']"
ham,"['there', 'bold', 'ltgt', 'is', 'that', 'yours']"
ham,"['you', 'know', 'there', 'is', 'shall', 'speak', 'to', 'you', 'in', 'ltgt', 'minutes', 'then']"
ham,"['alrite', 'hunnywot', 'up', 'nite', 'didnt', 'end', 'up', 'goin', 'down', 'town', 'jus', 'da', 'pub', 'instead', 'jus', 'chillin', 'at', 'da', 'mo', 'in', 'me', 'bedroomlove', 'jen', 'xxx']"
ham,"['went', 'to', 'project', 'centre']"
ham,"['as', 'per', 'your', 'request', 'maangalyam', 'alaipayuthe', 'has', 'been', 'set', 'as', 'your', 'callertune', 'for', 'all', 'callers', 'press', 'to', 'copy', 'your', 'friends', 'callertune']"
ham,"['lol', 'yeah', 'at', 'this', 'point', 'guess', 'not']"
ham,"['doing', 'project', 'frens', 'lor']"
ham,"['lol', 'well', 'quality', 'aint', 'bad', 'at', 'all', 'so', 'aint', 'complaining']"
ham,"['can', 'that', 'happen', 'tonight']"
spam,"['hi', 'this', 'is', 'mandy', 'sullivan', 'calling', 'from', 'hotmix', 'fmyou', 'are', 'chosen', 'to', 'receive', 'in', 'our', 'easter', 'prize', 'drawplease', 'telephone', 'to', 'claim', 'before', 'or', 'your', 'prize', 'will', 'be', 'transferred', 'to', 'someone', 'else']"
ham,"['think', 'were', 'going', 'to', 'finns', 'now', 'come']"
ham,"['why', 'tired', 'what', 'special', 'there', 'you', 'had']"
ham,"['will', 'come', 'tomorrow', 'di']"
ham,"['cant', 'pick', 'the', 'phone', 'right', 'now', 'pls', 'send', 'message']"
ham,"['go', 'and', 'sleep', 'well', 'take', 'rest']"
ham,"['guys', 'never', 'invite', 'me', 'anywhere']"
spam,"['ur', 'going', 'bahamas', 'callfreefone', 'and', 'speak', 'to', 'live', 'operator', 'to', 'claim', 'either', 'bahamas', 'cruise', 'of', 'cash', 'only', 'to', 'opt', 'out', 'txt', 'to']"
ham,"['can', 'do', 'that', 'want', 'to', 'please', 'you', 'both', 'inside', 'and', 'outside', 'the', 'bedroom']"
ham,"['ey', 'calm', 'downon', 'theacusations', 'itxt', 'cos', 'iwana', 'know', 'wotu', 'doin', 'at', 'thewend', 'haventcn', 'in', 'agesring', 'me', 'if', 'ur', 'up', 'nething', 'satlove', 'xxx']"
ham,"['love', 'to', 'wine', 'and', 'dine', 'my', 'lady']"
spam,"['someone', 'has', 'conacted', 'our', 'dating', 'service', 'and', 'entered', 'your', 'phone', 'because', 'they', 'fancy', 'youto', 'find', 'out', 'who', 'it', 'is', 'call', 'from', 'landline', 'poboxntf']"
ham,"['cool', 'ta', 'luv', 'but', 'vtired', 'cause', 'have', 'been', 'doin', 'loads', 'of', 'planning', 'all', 'wk', 'we', 'have', 'got', 'our', 'social', 'services', 'inspection', 'at', 'the', 'nursery', 'take', 'care', 'spk', 'sn']"
ham,"['don', 'know', 'account', 'detailsi', 'will', 'ask', 'my', 'mom', 'and', 'send', 'youmy', 'mom', 'is', 'out', 'of', 'reach', 'now']"
ham,"['think', 'have', 'the', 'wrong', 'number']"
ham,"['feel', 'yourself', 'that', 'you', 'are', 'always', 'happy', 'slowly', 'it', 'becomes', 'your', 'habit', 'amp', 'finally', 'it', 'becomes', 'part', 'of', 'your', 'life', 'follow', 'it', 'happy', 'morning', 'amp', 'have', 'happy', 'day']"
ham,"['do', 'not', 'late', 'love', 'mum']"
ham,"['got', 'itmail', 'panren', 'paru']"
ham,"['was', 'thinking', 'about', 'chuckin', 'ur', 'red', 'green', 'black', 'trainners', 'save', 'carryin', 'them', 'bac', 'on', 'train']"
ham,"['give', 'one', 'miss', 'from', 'that', 'number', 'please']"
ham,"['jus', 'came', 'back', 'fr', 'lunch', 'wif', 'my', 'sis', 'only', 'leh']"
ham,"['how', 'is', 'your', 'schedule', 'next', 'week', 'am', 'out', 'of', 'town', 'this', 'weekend']"
ham,"['really', 'gooddhanush', 'rocks', 'once', 'again']"
ham,"['lmao', 'ok', 'wont', 'be', 'needing', 'to', 'do', 'my', 'hair', 'anymore']"
ham,"['miss', 'ya', 'need', 'ya', 'want', 'ya', 'love', 'ya']"
ham,"['sorry', 'im', 'not', 'free']"
ham,"['do', 'ever', 'get', 'song', 'stuck', 'in', 'your', 'head', 'for', 'no', 'reason', 'and', 'it', 'wont', 'go', 'away', 'til', 'listen', 'to', 'it', 'like', 'times']"
